ページUrl,ASIN,Id,投稿日,星,名前,レビュー_タイトル,レビュー,役に立った
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_27?&pageNumber=27&sortBy=recent,B0C5M5WR65,R1NXTNDB8A67U2,2023年2月13日,5つ星のうち5.0,まいまい,近年稀に見る造り込み,"DL版を購入。
原作は金○ロードショーでやってる時見るくらいです。

まず何を言っても造り込みの凄さ。キャラの動きや建物の細部まで何もかもが豊かに動きまわります。探索クエストなどで色々見て回らなくてはならないのですが手を抜いているところがないんじゃないかと思えるくらいに巧妙に作ってあります。他のどのタイトルもここまで作り上げたものは見たことがありません。感動です。

ゲーム性については魔法だしもっさりとしてるのかと思いきや結構なハイスピードバトルもありフロムのソウル系に似た感じです。ただフロムよりも遥かに優しく難易度も選べるので幅広く受けそうです。

全体として龍が如くをハリーポッターでやってみた感がありますが龍が如くよりもマップは洗練されてシナリオもハリーポッターということもありお墨付きでかなり受けそうな気がします。

原作を知らないと知っているのでは大違いだと思います。「これが原作にあった〇〇か」といったテーマパークで感じる感覚を味わえなくて惜しいです。;",5人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_27?&pageNumber=27&sortBy=recent,B0C5M5WR65,R13MDYE3NJFGSI,2023年2月13日,5つ星のうち1.0,ライジンぐっさん,注意,"皆さん触れてないですが
このゲームは光回線のインターネット回線がないどゲームは出来ない
最初のアップデートをしないと先に進めない
アップデート容量は37GB
スマホのテザリングじゃ無理
アップデートしないと先に進めないと
字幕が出て何も出来ない
私は家にスマホしかないから
ホグワーツレガシーはゴミになりました
楽しみにしてただけに悲しい
光回線ありきで話をしないでほしい
つまりスマホ以外のネット回線がない人は
このゲームは出来ない;",36人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_27?&pageNumber=27&sortBy=recent,B0C5M5WR65,R39K1TGHZ1EMKJ,2023年2月13日,5つ星のうち5.0,健光　拳,ホリポタ知らずとも楽しめる,"探索だけでも有り過ぎて飽きない。難易度は途中で変えれるし、グラも綺麗。
映画をゲームにすると思ってたのと違うと思うのは当然で、ゲーム内の新しいハリポタの世界観を楽しむ。そういった感じです。
箒で飛んでるだけでも楽しい。めちゃスムーズに乗って飛べる。映画と同じか？と期待し過ぎる人や洋ゲープレイが苦手な人には向かないかも？;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,R32ASY7CKR12ER,2023年2月13日,5つ星のうち5.0,おにぎり,ホグワーツに通えます。,ハリポタの世界の中に入れます。時代が1800年位の設定なので、ハリポタの映画に出てくるキャラクターの先祖にも会えたりします。映画で出てくる魔法もたくさん使えます。クディッチは出来ませんが、箒にのって、空は飛べます。色々とストーリー以外の要素も多くありますので、そこそこやり込めるゲームだと思います。;,16人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,R3RYZ39QOUXTKH,2023年2月13日,5つ星のうち3.0,？？？,物は良いのに発送が　楽しみにしてたのに,"このゲーム自体は、個人的に満足してるんですけど、発送がちょっと

注文して4日後に届く予定で、やっと今日中にお届けだったのに、急に必要なものができ、それを買ったら、それと同じ日にされ、また待たされました;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,RKKWQDWSNJZJ8,2023年2月13日,5つ星のうち4.0,蛍の死骸,楽しいよ！楽しいんだけど,"めちゃくちゃ面白いんだけど、要所要所でめちゃくちゃリアルな巨大蜘蛛やらちっちゃい蜘蛛やら中ぐらいの蜘蛛やらと何度も戦うからうへー。ってなる。
リアル派な蜘蛛見るのダメな人は生理的に無理ゲーじゃないかなぁ.......これ.......( ˙-˙)

なんで、こんなに、蜘蛛に対する、情熱が、凄いんだ.......ッ！！( ‘ᾥ’ );",40人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,R2DEBN0ZHIGCM1,2023年2月13日,5つ星のうち5.0,桐生一馬,ハリーポッター版スカイリム,"戦闘面　9/10
ストーリー　9/10
探索　10/10
サブ　9/10
グラフィック　10/10
余韻　9/10
ハリーポッター知らない人でも楽しめる作品
スカイリム、ff、ドラクエあたり好きなら更に楽しめる。;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,R3GHT3GMXIXJTZ,2023年2月13日,5つ星のうち5.0,カカポ,映画好きなら,"城がとにかく広くて迷いまくっていますがそれも楽しい。
映画で見た場所を歩けるのがいいです。
確かにチュートリアルや、長い会話は飛ばしたいなと思わないでもないですが
色んなクエストなどやりこみ要素もあって今のところ飽きずに黙々とやっています。

ハリポタファンの人たちは非常に満足なゲームなのではないでしょうか。

キャラクターメイキング、もっと選択肢があればなぁというのは思いました。
顔つきを変えれたら良かったんですけど。;",15人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,RQLNJ9UQAWC6O,2023年2月12日,5つ星のうち5.0,Amazon カスタマー,待ちに待ったゲーム,"発売日が延期になったゲームはいざやってみると期待していた割にそうでもないな…と肩透かしを喰らうことが多かったですが、このゲームはいい意味で高くなった期待を裏切ってくれました。洋ゲーならではの非常に作り込まれたホグワーツ城やホグズミード、コレクション要素や使ってみたいと思っていた魔法を使うことができて感無量です。アクション面や操作性に難があると感じている人もいると思いますがはっきり言ってそこまで気になりません。よっぽど洋ゲーやゲームそのものが苦手だったりしない限りすぐ慣れると思います。他のレビューで原作や映画を見ていない人の方が楽しめると書いている方がいましたが自分はそうは思いません。原作や映画を見たからこそわかる憎い演出や描写が多くあります。もちろん原作知らない方でも楽しめると思いますが、だったらアサクリとかの方がマップ広いし武器も多いので楽しめると思います。
原作知らない人にもやってもらい、そして映画や原作を見てもらいたいし、原作知ってる方には全力でオススメのゲームです。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,RLGIXYIKZJ3RN,2023年2月12日,5つ星のうち4.0,クロロ,ハリポタ好きなら間違いない,"このゲームはハリポタの世界を堪能するゲームです
アクションとか爽快バトルとかは期待しないで

世界観は半端なく細部までこだわってます。

ハリポタ好きなら購入しても後悔は無いかと思います。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,R2BAAPGRVFTYN8,2023年2月12日,5つ星のうち5.0,ひろ,良作,"いろんな不安があったけど素晴らしい出来です！

神ゲーになる予感。;",
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,R1MWX5WXPHVPWQ,2023年2月12日,5つ星のうち5.0,つばさ,神,買って後悔わしない！！ハリポタ好きにわたまらん！！映像で見た場所出てきますぅっ！！たまらんて;,4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_28?&pageNumber=28&sortBy=recent,B0C5M5WR65,R3K6TFWKXQFTVU,2023年2月12日,5つ星のうち5.0,1児の父。,ハリポタ、ファンタビ好きなら間違いなく買い！！！,"ハリーポッターシリーズ、ファンタスティックビーストシリーズが大好きで、本も読み、映画も全て映画館で公開中に観ています。(第1作は小学生だったと…。)

PS5版です。
内容、とても良いです！
音楽、とても良いです！
映画の中に入っている感じ…いや、映画を観ている感じです！

数多くのオープンワールドをこなしてきましたが、マップがまぁ広い！
けれども、とても進めやすく、移動が遅いとかのストレスもないです！(ファストトラベルもあります。箒で移動もなかなか速いです！)

何より、ホグワーツの世界観を充分に堪能できます！！！

コントローラーほぼ全てのボタンを駆使した戦闘は慣れるまで少し難しいですが、とても楽しいです！

謎解きもたくさんありますが、そんなに難しくないです。進めていけば、自力で解決できます。

待ちに待ってようやく遊べましたが、まだまだ満喫できそうです。
寮も4つ選べるので4周できる。(衣装と談話室が違う。談話室にはほぼ行きませんが…。

クエストが好き、魔法が好き、成長させて強くなっていくのが好き、ファンタジーが好き、何よりホグワーツの世界観が好きな人は購入して間違いないと思います。;",4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R28P6YZS826WIZ,2023年2月12日,5つ星のうち3.0,のりたま,雰囲気ゲームですね,"ホグワーツを自由に歩きたい
ハリーポッターの世界に行ってみたい
そんな方にはおススメのゲームです。
ハリポタ好きなら雰囲気は最高ですが
ゲームとしては凡作です。;",9人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R3KC2WB4NL4QZ3,2023年2月12日,5つ星のうち5.0,レンJ,神ゲーです！,自分的にはエルデンリングを思い出させるような面白さだと思います！ほうきで移動するときは爽快感があるし、戦闘もノーマルだと程良い難易度なのでgood！購入を迷ってる人は買いです！;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R1NI2HJPBV6QY9,2023年2月12日,5つ星のうち4.0,けん,良い所は超完璧な原作再現、悪い所はそれ以外。,"総括はタイトルの通り。原作に忠実なゲーム化作品として見ると比類なき120点のクオリティで、原作要素抜きにしてオープンワールドゲームの一つと見ると80点のゲーム。このゲームに何を求めるかによって評価が大きく変わるので高評価も低評価も説得力があります。今後、圧倒的なブランド力を最大限に生かして今作の欠点を補うことができれば他のオープンワールドゲームと遜色ないほどのクオリティになるのではないかと思います。

以下、良かった点から
　1.オブジェクト(世界観)の作り込み
　ホグワーツ魔法魔術学校の作り込みが桁違い。ゲームのデザイナーが1から作るレベルを遥かに超えています。映画の建築デザインがそのままゲームの中に現れています。自分の知る限りでは、この美麗なグラフィックのクオリティも相まって、ゲームの歴史上、最も作り込まれてるレベルだと感じます。
　学校以外にも街や森の再現度も特筆すべき点でしょう。デザイン周りはGOTY級どころかゲームの歴史の転換点になるレベルだと感じますね。

悪い点
1.ストーリー
　事前知識の量によって大きく分かれます。原作の知識があれば小道具や展開にワクワクすること間違いなしですが、全く知識のない人が楽しめるかというと微妙。序盤は特に登場人物の行動原理が掴みにくい部分が多かった印象で、サブクエストの方がよっぽどキャラの関係性を掴みやすくキャラクターが世界の中の存在として認識できる作りになっていました。偉大な原作の史実に沿わなければいけないからこそ、大きな展開を迎えるストーリーを作れないのであれば原作再現のゲームとしては大きなデメリットだと感じます。続編や関連作があるのであればメインストーリーに力を入れてほしいですね。

2. マップのUI
　使いにくいマップから。ホグワーツ魔法魔術学校は高さのある建物なのでマップも高さがあります。一般的なオープンワールドゲームは階層上の構造になっていないので、二次元(東西南北)の情報で十分ですが、ホグワーツは高さのある建物なので三次元の空間を一視点から選ぶ仕組みになっています。これが本当に分かりにくい。主要なファストトラベルが左にあるものの、細かい場所は選択しなければいけなく、更に移動と追跡のボタンが違うことから何度も間違えました。ホグワーツの立体的な構造が逆に仇になっています。

3.戦闘と装備関連
　戦闘は魔法を中心に構成されていて全体的に良かったものの、やや単調ではありました。コンボのパターンも少ないですし敵キャラクターの種類も限られているので中盤〜終盤にかけて少々飽きてしまいました。また装備も序盤のレア装備は後半になって全く役に立たないことが賛否の分かれるところだと感じました。

まとめ
良い所: 超完璧な原作再現
悪い所: それ以外;",57人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R1WVJ3Z1FY8OHY,2023年2月12日,5つ星のうち5.0,シン,神ゲーでした、オープンワールドゲームNo.1,"オープンワールドの傑作は、ゼルダの伝説ブレスオブザワイルド、ウィッチャー3、エルデンリング、サイバーパンク、ゴーストオブツシマがあると思いますが、その中でもNo.1のゲームだと思いました。
ゲームの世界観の中に入り込んでいる感覚が1番ありました。
ちなみに映画とか見たことなくてもストーリーは普通に理解できて楽しめました。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R1SH3BSCT8IEQI,2023年2月12日,5つ星のうち4.0,ゆきこ,映画の世界を散歩出来る,時代設定は映画の百年前なので登場人物はほとんど絡まないが、先祖だったり作中出てきた歴史上の人物がいたりで楽しい。戦闘アクションは地味にやる事多くて大変だけど、慣れればいける。ただ敵固い笑 ストーリー重視なとこあるから会話長め。新しいハリポタ観てる気分。オープンワールドなので、散歩が楽しい。映画のハグリッドは居ないけどハグリッドの小屋があったり、授業の教室もよくできてて歩くだけで楽しい。じっくりゲームする人向けです。あとゲームやらんけどハリポタ好きなら買ってもいいかも。;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R32PQ2APG9MFBZ,2023年2月12日,5つ星のうち4.0,LemoN,プレイ時に気になった箇所の感想,"途中編入した主人公が事件に巻き込まれ、学校生活を通し謎解きをしていく。まるで１本の映画を見ているようで楽しかった。
本編はハリーポッターよりかなり昔の話なので映画のキャラの先祖や映画で使った魔法や魔法生物が出てくる。映画を見てなくても楽しめるが映画を見てる方はさらに楽しめる作品だった。
ゲーム自体はメインストーリーを進めながら他のサブミッションを進めていく方式。
面白かったが微妙に思う所もあるのでそこの感想。

海外が絡むゲームのお約束なのかキャラクリでイケメンや美女は作るのはかなり難しい。顔は数パターンから選択するがその土台が微妙。他に髪型、髪色、眉毛、肌色、キズなどを選んで作るがどう頑張っても微妙。男は頑張ればなんとかって感じだが女は無理だった。ゲーム内で顔アップでしゃべるシーンは割とあるから顔は大事。

他のNPCもイケメンや美女などは全然出てこなかった。学校なんだから顔の良いキャラくらいいても良いだろうと思うが、どうも顔の良いキャラをわざと出さないようにしてる感じがある。
逆にオジサン、オバサン、お年寄りはたくさん出て来た。
この辺はかなり違和感があった。

最近の男女への配慮なのか同性愛者も出てくる。そういうのがキツい方はお気をつけを

敵と戦う場面では味方は大事。味方と上手く連携したほうが楽なので１人で無双したいプレイヤーにはキツイ

戦闘は魔法を使うので近接で剣や拳で殴ったりは出来ない。近距離用の魔法もあるがそれを取得するまでは近づくのはデメリット。こんなに近いのにっとモヤモヤする場面はあった。
普段からアクションゲームをされてる方はもどかしさがあるかも。

全体的に面白いのは間違いないが、所々に配慮が散りばめられており、こういうのを見てしまうと大人の事情だなぁと冷めてしまう部分はあった。　
そういう意味ではファンタジーだが現実的な作品かもしれない。
ストーリーや謎解き、探索、戦闘、魔法など作り込みはスゴイのでやって見るのはオススメ;",13人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R2F5ESH2FKKMEU,2023年2月12日,5つ星のうち5.0,Amazo,傑作,"映画ファンが楽しめるのはもちろん、初めての方もハリーポッターの世界で魔法を楽しめます。
ファストトラベルなど最近のオープンワールドにある要素も準備されていてストレスがないです。戦闘は慣れてない方には大変かもしれません。
ゴッドオブウォーや三国無双のように1人で複数を相手にしなければなりません。
難しいと感じたら難易度を変更しましょう。

PS5を購入して良かったと改めて思えました。;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R1WQRV4M6Z039,2023年2月12日,5つ星のうち5.0,きなこ餅,不満点もあるが素晴らしいゲーム,"プレイ時間19時間
チャレンジ全体進行度28％、クエスト進行度47％時点でのレビューです。

とにかくマップの作り込み具合が異常です。
狂気を感じるレベルですw
初めてホグワーツ城を歩き回った時あまりの緻密さに感動とワクワクが止まりませんでした。
ホグズミードもとんでもなく作り込まれており本当に世界観が素晴らしい。
ハリーポッターやファンタスティックビースト両作品に対しての愛を感じます。
箒やヒッポグリフで飛行出来るのも最高ですし、魔法動物の飼育等癒し要素もあり可愛いです。

マップに関してですがその他にも村があったり敵の拠点があったりフィールドマップ集め等探索要素コレクション要素が大量にあります。
が、OWのタイトルとして考えるとマップ全体の広さはそこまで広くはないかなぁ?という感想です。
とはいえホグワーツ城の広さが尋常ではないので満足感は高いですし、その他も決してスカスカマップではないので安心してください。

以下個人的な不満点、要望点

UI面がかなり酷い
・ミニマップが拡大出来ない。
・ホグワーツ城内にファストトラベルポイントが大量にありますが、マップ平面図がないので位置関係が分かりづらく迷路です。
・メニュー画面はPCでの操作が前提のようなマウスカーソルを動かすような操作です。
・メニュー画面の切り替え時アニメーションが入るので動きがもっさりすぎる。
・装備品と外観を別の物に設定できますが、新しい装備をセットすると外観も新しい装備になってしまい一々外観を戻す作業が必要になるのが非常に面倒。

ボリューム面
・メインストーリーのボリューム不足が否めない。探索はあまりせずにサブクエストをこなしつつメインストーリーを追いかけるスタイルの方だと難易度ノーマルで25時間もあればクリア出来てしまう感じかと...
自分はゆっくりプレイしたいので探索にも割と時間をかけていますが、え?もうクエスト○○％までやってしまったの!?まだ全然やってないのにという感じでした。
コレクション要素やパズルの量が多いのでそこでプレイ時間が長くなるという感じですかね。
かなり出来がいいゲームだからこそ個人的にはメインストーリーだけで35時間程になるようなボリュームが欲しかったですね。

以下は不満点というより要望点です。
事前に判明していたことばかりですし制作の都合上仕方ないことですが削られている部分が多いのが気になりました。
・ダイアゴン横丁がない、９と４分の３番線のホームも行きたかった〜
・クィディッチ(これは欠陥ルールと言われている方が多いしゲーム化が難しそうなので仕方ないか)
・魔法使いのチェス(これは簡単に実装出来る物だったと思います)
・カエルチョコ等お菓子を購入できない(カードコレクションしたかった...)
・寮に戻る用事がほぼない。寮でNPCと交流することもほぼない。自室で寝ることも出来ずあまり学園生活を送っている感じがない。
お風呂に入ったりトイレに行ったり毎日授業を受ける等学園生活シミュレーター要素がもう少し欲しかった。

ざっと挙げるとこんな感じです。
全体的な満足度は高く、今後有料DLC等で色んな要素が追加されたら最高ですね！
不満点も挙げましたが個人的には何万円でも課金したい程大好きなゲームです。;",13人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,RNN5SK8NH2O9N,2023年2月11日,5つ星のうち4.0,Amazon力ス夕マ,PSVR2に対応すべき,"グラフィック・サウンドは
ハリー・ポッターそのもの。

トロッコによる移動シーン等もあり
PSVR2対応だったら
アトラクションとして成立しそうな感じ。

序盤は基本的な魔法を覚えていく
チュートリアル的なクエストが延々と続き
若干の作業感がある。

戦闘は敵の攻撃力が結構高めで
コンボ的なものを駆使していかないと
意外とすぐやられる。

全体的にタラっとした感じで
先が気になって仕方なくてガツガツ
進めていくというタイプではない。

雰囲気を楽しみながら
ゆったりと進めていくものだと
思っておいたほうが良い。;",9人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_29?&pageNumber=29&sortBy=recent,B0C5M5WR65,R31GWCFVJ7QHLT,2023年2月11日,5つ星のうち5.0,まみ,ハリポタファンにとって最高のゲーム,"原作に基づいたホグワーツや魔法界の作り込みが徹底されている上に、原作とは時代背景の違うストーリーのため、""新作のハリポタの映画""を見ているようです。

爽快感に欠けるとのご意見もありますが、プレイするパソコン等の設定が問題かもしれません。私も最初はストーリーのごくごく一部がカクカクしましたが、2度目のエリア訪問ではしませんでした。
また、設定を変更すれば最初からカクカクしないよう直りました！

ハリポタファンは、ぜひプレイしてほしい間違いなく名作です！
原作に出てくる歴史上の人物や、登場人物の親族（〇〇・ウィーズリー）等が出てきて毎日大興奮です！;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,R39CW9NHYSIIGT,2023年2月11日,5つ星のうち4.0,りおぴ,ハリポタファンじゃないけど,"話題なこともあって面白いです。みんながやってると情報共有もできるので。探索や謎解きがメインですが、戦闘もテンポが良く楽しいです。手応えもあり、油断してると普通に死にます。
気になったところは、メニュー画面の操作性ですかね。クエスト選択だったり、ファストトラベルだったり、メニュー画面を多用するのですが、基本的にカーソルを合わせづらいです。速度を変えれるのですが、癖があってマウスで操作したいなという感じです。細かいことを言うと他にもありますが、買って良かったと思います。こんなゲームを作れるなんて、これからのゲームにも期待したくなりました。;",7人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,R2YCQ1ICAZZFJF,2023年2月11日,5つ星のうち5.0,nacho,原作好きなら間違いない,ゲーム評価ではなくハリポタ作品としての評価ですが..校長先生がブラック先生、副校長先生がウィーズリー先生。これだけでも原作ファンには胸アツだと思います。1800年代の話なのでハリーやロンやハーマイオニー、ファンタビの面子も出てきませんが彼らのご先祖様が出てくるので（マグル出身は除く）原作ファンはニヤリとさせられます。しれっとモブ生徒の名前がマクゴナガルだったりするんですよｗ;,3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,R161ZI7GMQ24AF,2023年2月11日,5つ星のうち5.0,Amazon カスタマー,広い！,"思ったより面白いです！
ホグワーツ広すぎて探検で数時間たってしまいました。絵もうごくし、景色にも魅入ってしまいました！アクションも簡単で楽しく戦えました！
　まだまだやるこあるので楽しめそうです！;",14人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,RUF28TMOPW42,2023年2月11日,5つ星のうち5.0,猫,とにかく,"素晴らしい世界観
素晴らしいコンテンツの豊富さ
キャラクターや謎解きもふくめ
世界観の密度が凄いしワクワクがとまらない！
悩む必要はない買うべき！
この世界は自分で体感するべき！;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,R30DXP2R5CEX83,2023年2月11日,5つ星のうち5.0,たも,ハリポタファンでなくてもオケ,"ハリポタファンでなくてもキャラゲーじゃないので楽しめますが、世界観の再現性が高いので、見返す必要はありませんが見たことあるレベルであればめちゃ楽しいです。例えるならＵＳＪのハリポタエリアの楽しさのようなあの世界観に入り込めて、ホグワーツ城を好きなだけウロウロできます。

同時期に某魔法系オープンワールドと比較しても別格の完成度でストーリー、世界観、バトル、探索、NPCどれをみても作り込みが凄くて、オープンワールドの探索はやりこみ魂ないのでいつも真っ直ぐ進めるんですが、探索が楽しいのとお使いなんだけどお使い感がない歩くだけで楽しいです。城内でもチュートリアル段階でファストトラベル開放されますが、ファストトラベル使わず歩くの楽しい。動く絵画、先生や生徒の会話、ゴーストとか、クリアしたくないゲームになりそう;",8人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,R1JAEFAZP4SW3V,2023年2月11日,5つ星のうち5.0,Amazon カスタマー,映画見てないし、期待してなかった。,"ハリポタ見た事ない。
このタイプの人多いと思う。

自分もホグワーツレガシーにてハリポタデビュー。
映画を見てれば小ネタに気づきやすくなる、くらいかと。

単純にOWアクションゲームとしての完成度が高過ぎるのでゲーマーは買って損は無い。
日本語吹替・英語音声・日本語字幕全て完備。

発売日に新作ゲームを買ったのはホライゾン2以来だが全く後悔してないし、むしろ買ってよかった。
アバランチソフトウェアの次回作に期待。;",8人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,R136LA2ZB8RV2Y,2023年2月11日,5つ星のうち4.0,眼鏡っ子ジャスティス,あなたも魔法学校に通うことができる,原作版が好きな人はホグワーツの再現度に感動するでしょう。映画版を見たことがある人ならもう一度見直したくなるでしょう。原作も映画も知らない人には多少の予備知識が必要で、少々退屈に思えることもあるでしょうが、オープンワールドゲームとしては探索にもワクワク感があり及第点と言えます。魔法を使った戦闘は慣れてくれば単調に思えますが、ゲームに慣れておらず難しいと感じるなら難易度を下げれば良いだけです。そもそも戦闘を楽しむゲームではありません。原作のキャラクターこそ出てきませんが、ハリーポッターシリーズの世界観に浸ることができる完成度の高いゲームになっていると思います。;,5人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_30?&pageNumber=30&sortBy=recent,B0C5M5WR65,R3QAU5NOGC7NVQ,2023年2月11日,5つ星のうち1.0,れん,楽しみにしていたホグワーツレガシーのソフトの入れ物が傷いってる,"楽しみにしてたのに
傷いってるやつが届いた
運営の人見てるなら交換してください;",10人
